distance,distanceUnit,address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,dunkinrunenabled,faxnumber,fri_hours,geocodequality,k_cup,lat,lc,lng,loyalty,mobile,mon_hours,mqap_geography,mqap_id,mqap_quality,n,phonenumber,postal,recordid,sat_hours,sitetype,state,sun_hours,t,thu_hours,tue_hours,turbooven,website,wed_hours,wireless,key,name,resultNumber,shapePoints,sourceName
203.56,m,1080 E Oakton St,,Y,N,Des Plaines,,N,US,Cook,602,Y,Y,,773-262-2226,24HOURS,,Y,42.024012,33454002,-87.896565,Y,Y,24HOURS,"{u'latLng': {u'lat': 42.024012, u'lng': -87.896565}}",4cf4bc10-47fe-458c-ac0f-85ca00d866f4,U1XXX,Dunkin Donuts,847-296-4579,60018,304501,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,4cf4bc10-47fe-458c-ac0f-85ca00d866f4,Dunkin Donuts,146,"[42.024012, -87.896565]",mqap.33454_DunkinDonuts
203.56,m,980 Harlem Ave,#23,Y,N,Glenview,,N,US,Cook,602,N,Y,,--,05:00-21:00,,Y,42.072648,33454002,-87.806459,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 42.072648, u'lng': -87.806459}}",08f8f9d3-945f-424b-8c56-ccc17e56c26b,U1XXX,Dunkin Donuts,847-724-1600,60025,352293,05:00-21:00,EC,IL,05:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,08f8f9d3-945f-424b-8c56-ccc17e56c26b,Dunkin Donuts,147,"[42.072648, -87.806459]",mqap.33454_DunkinDonuts
203.7,m,1100 State Route 83,,Y,N,Bensenville,,N,US,DU PAGE,602,Y,Y,,630-787-1008,24HOURS,,Y,41.988767,33454002,-87.959912,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.988767, u'lng': -87.959912}}",0d1ccb4c-59f0-44f0-93ae-1da07bee185a,U1XXX,Dunkin Donuts,630-787-1007,60106,340182,00:00-18:00,EC,IL,05:00-17:00,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,0d1ccb4c-59f0-44f0-93ae-1da07bee185a,Dunkin Donuts,148,"[41.988767, -87.959912]",mqap.33454_DunkinDonuts
203.76,m,2606 Dempster St,,Y,N,Park Ridge,,N,US,Cook,602,N,Y,,847-803-6675,05:00-21:00,,Y,42.03997,33454002,-87.859652,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 42.03997, u'lng': -87.859652}}",9dd5d36f-a8e0-48fe-a629-69ae69e3919e,U1XXX,Dunkin Donuts,847-803-6666,60068,344808,05:00-21:00,EC,IL,06:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,9dd5d36f-a8e0-48fe-a629-69ae69e3919e,Dunkin Donuts,149,"[42.03997, -87.859652]",mqap.33454_DunkinDonuts
203.92,m,516 W. Irving Park Rd,,Y,N,Wood Dale,BRD,Y,US,Du Page,602,Y,Y,,630-521-9018,24HOURS,,Y,41.966115,33454002,-87.997833,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.966115, u'lng': -87.997833}}",5be8a556-5f2d-4d24-b119-2c1cbd766393,U1XXX,Dunkin Donuts,630-521-1122,60191,331015,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,5be8a556-5f2d-4d24-b119-2c1cbd766393,Dunkin Donuts,150,"[41.966115, -87.997833]",mqap.33454_DunkinDonuts
203.94,m,257 Genesis Dr,,,N,North Aurora,,N,US,Kane,602,Y,Y,,--,24HOURS,,Y,41.800246,33454002,-88.375808,N,N,24HOURS,"{u'latLng': {u'lat': 41.800246, u'lng': -88.375808}}",5be7083f-7d6c-4b47-a247-506a1790017b,U1XXX,Dunkin Donuts,630-701-2463,60542,352829,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,N,5be7083f-7d6c-4b47-a247-506a1790017b,Dunkin Donuts,151,"[41.800246, -88.375808]",mqap.33454_DunkinDonuts
203.94,m,1750 West Lake St,,Y,N,Addison,,Y,US,DU PAGE,602,Y,Y,,--,04:00-23:00,,Y,41.949853,33454002,-88.030315,Y,Y,04:00-23:00,"{u'latLng': {u'lat': 41.949853, u'lng': -88.030315}}",db90125a-468d-4833-88b6-64f49b106e76,U1XXX,Dunkin Donuts,630-773-9890,60101,336656,04:00-23:00,FS,IL,04:00-23:00,,04:00-23:00,04:00-23:00,Y,https://www.dunkindonuts.com,04:00-23:00,Y,db90125a-468d-4833-88b6-64f49b106e76,Dunkin Donuts,152,"[41.949853, -88.030315]",mqap.33454_DunkinDonuts
204.19,m,106 E North Ave,,Y,N,Carol Stream,SHL,N,US,Dupage,602,Y,Y,,--,05:00-22:00,,Y,41.903592,33454002,-88.119996,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.903592, u'lng': -88.119996}}",6a2e6563-bae3-461c-b3d6-0a200ddd9af4,U1XXX,Dunkin Donuts,630-480-0760,60188,351078,05:00-22:00,GC,IL,05:00-21:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,N,6a2e6563-bae3-461c-b3d6-0a200ddd9af4,Dunkin Donuts,153,"[41.903592, -88.119996]",mqap.33454_DunkinDonuts
204.24,m,110 W. Roosevelt Rd,,Y,N,West Chicago,,N,US,Du Page,602,Y,Y,,630-876-8563,04:00-19:00,,Y,41.865253,33454002,-88.204556,Y,Y,04:00-19:00,"{u'latLng': {u'lat': 41.865253, u'lng': -88.204556}}",9ebc30f3-a8ce-45a7-bf57-4d8d5d681e49,U1XXX,Dunkin Donuts,630-876-8560,60185,343263,04:00-18:00,FS,IL,04:00-18:00,,04:00-19:00,04:00-19:00,Y,https://www.dunkindonuts.com,04:00-19:00,Y,9ebc30f3-a8ce-45a7-bf57-4d8d5d681e49,Dunkin Donuts,154,"[41.865253, -88.204556]",mqap.33454_DunkinDonuts
204.37,m,27w095 Geneva Rd,,Y,N,Winfield,,N,US,DU PAGE,602,N,Y,,--,04:00-19:00,,Y,41.887572,33454002,-88.148576,Y,Y,04:00-19:00,"{u'latLng': {u'lat': 41.887572, u'lng': -88.148576}}",0394f3eb-1317-41e3-afc3-7dad97a95ad4,U1XXX,Dunkin Donuts,630-665-7781,60190,310164,04:00-19:00,IN,IL,05:00-18:00,,04:00-19:00,04:00-19:00,Y,https://www.dunkindonuts.com,04:00-19:00,Y,0394f3eb-1317-41e3-afc3-7dad97a95ad4,Dunkin Donuts,155,"[41.887572, -88.148576]",mqap.33454_DunkinDonuts
204.55,m,1926 S. River Rd,,Y,N,Des Plaines,,N,US,Cook,602,N,Y,,--,04:00-21:00,,Y,42.017859,33454002,-87.874947,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 42.017859, u'lng': -87.874947}}",b9de72c1-f682-4293-9b5f-ed39cf1e7efd,U1XXX,Dunkin Donuts,847-390-0090,60018,310172,04:00-21:00,EC,IL,05:00-19:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,b9de72c1-f682-4293-9b5f-ed39cf1e7efd,Dunkin Donuts,156,"[42.017859, -87.874947]",mqap.33454_DunkinDonuts
204.8,m,3207 Lake Ave # 4-A,,Y,N,Wilmette,,N,US,COOK,602,N,Y,,847-853-0067,05:00-20:00,,Y,42.079163,33454002,-87.754801,Y,Y,05:00-20:00,"{u'latLng': {u'lat': 42.079163, u'lng': -87.754801}}",7ac2e539-2dc6-459c-ade4-a1c9f83533fc,U1XXX,Dunkin Donuts,847-853-0066,60091,300826,05:00-20:00,IN,IL,05:30-19:00,,05:00-20:00,05:00-20:00,Y,https://www.dunkindonuts.com,05:00-20:00,Y,7ac2e539-2dc6-459c-ade4-a1c9f83533fc,Dunkin Donuts,157,"[42.079163, -87.754801]",mqap.33454_DunkinDonuts
205.15,m,317 S Schmale Rd,,Y,N,Carol Stream,,N,US,DuPage,602,Y,Y,,--,04:00-22:00,,Y,41.895726,33454002,-88.101488,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.895726, u'lng': -88.101488}}",cfea1bd6-895f-473c-a9ea-a777ad841c70,U1XXX,Dunkin Donuts,630-517-0279,60188,349378,04:00-22:00,FS,IL,05:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,cfea1bd6-895f-473c-a9ea-a777ad841c70,Dunkin Donuts,158,"[41.895726, -88.101488]",mqap.33454_DunkinDonuts
205.33,m,2933 Kirk Rd,Unit A,Y,N,Aurora,,N,US,Dupage,602,Y,Y,,--,04:00-22:00,,Y,41.815751,33454002,-88.279142,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.815751, u'lng': -88.279142}}",6fca6253-4a2c-4d73-a0b1-de44ab2050e0,U1XXX,Dunkin Donuts,630-978-1347,60502,345725,05:00-22:00,EC,IL,06:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,6fca6253-4a2c-4d73-a0b1-de44ab2050e0,Dunkin Donuts,159,"[41.815751, -88.279142]",mqap.33454_DunkinDonuts
205.44,m,1004 W. Irving Park Rd,,Y,N,Bensenville,,N,US,Du Page,602,Y,Y,,--,24HOURS,,Y,41.960837,33454002,-87.95499,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.960837, u'lng': -87.95499}}",f2cf8c57-fe13-45ce-8549-03a94fd24cbf,U1XXX,Dunkin Donuts,630-350-2044,60106,302934,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,f2cf8c57-fe13-45ce-8549-03a94fd24cbf,Dunkin Donuts,160,"[41.960837, -87.95499]",mqap.33454_DunkinDonuts
205.46,m,7039 W Dempster St,,Y,N,Niles,BDT,Y,US,Cook,602,Y,Y,,847-965-9669,24HOURS,,Y,42.040482,33454002,-87.802802,Y,Y,24HOURS,"{u'latLng': {u'lat': 42.040482, u'lng': -87.802802}}",7ac4c180-1925-4ed3-859b-1417ca98ccd0,U1XXX,Dunkin Donuts,847-965-2100,60714,336529,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,7ac4c180-1925-4ed3-859b-1417ca98ccd0,Dunkin Donuts,161,"[42.040482, -87.802802]",mqap.33454_DunkinDonuts
205.81,m,407 S. Lincolnway,PO Box 278,Y,N,North Aurora,,Y,US,Kane,602,Y,Y,,630-906-4042,04:00-22:00,,Y,41.790725,33454002,-88.32179,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.790725, u'lng': -88.32179}}",c0c327b1-ea45-4a92-a35d-b17bfc7912cf,U1XXX,Dunkin Donuts,630-906-4040,60542,336427,04:00-22:00,FS,IL,04:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,c0c327b1-ea45-4a92-a35d-b17bfc7912cf,Dunkin Donuts,162,"[41.790725, -88.32179]",mqap.33454_DunkinDonuts
205.87,m,22W251 North Ave,,Y,N,Glen Ellyn,,N,US,Du Page,602,Y,Y,,630-469-2046,24HOURS,,Y,41.903156,33454002,-88.058989,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.903156, u'lng': -88.058989}}",e991451f-850f-452c-906e-5cb6dd3a99ea,U1XXX,Dunkin Donuts,630-469-1999,60137,301869,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,e991451f-850f-452c-906e-5cb6dd3a99ea,Dunkin Donuts,163,"[41.903156, -88.058989]",mqap.33454_DunkinDonuts
205.97,m,1129  W Touhy Ave,,Y,N,Park Ridge,,N,US,Cook,602,N,Y,,--,05:00-22:00,,Y,42.010906,33454002,-87.840284,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 42.010906, u'lng': -87.840284}}",b6d6fc8f-a88c-4fc3-9c31-d51915230339,U1XXX,Dunkin Donuts,847-720-4645,60068,349935,05:00-22:00,EC,IL,05:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,b6d6fc8f-a88c-4fc3-9c31-d51915230339,Dunkin Donuts,164,"[42.010906, -87.840284]",mqap.33454_DunkinDonuts
206.03,m,9781 W. Higgins Rd,,Y,N,Rosemont,,N,US,COOK,602,N,Y,,847-318-9315,05:00-21:00,,Y,41.993982,33454002,-87.870213,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 41.993982, u'lng': -87.870213}}",198d28aa-0ee4-4d4a-9c1a-59f401fbf35a,U1XXX,Dunkin Donuts,847-318-9314,60018,340253,05:00-21:00,IN,IL,05:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,198d28aa-0ee4-4d4a-9c1a-59f401fbf35a,Dunkin Donuts,165,"[41.993982, -87.870213]",mqap.33454_DunkinDonuts
206.17,m,5600 Mannheim Rd,O'Hare Intl Airport,Y,N,Chicago,,N,US,Cook,602,N,Y,,773-743-8791,24HOURS,,Y,41.97545,33454002,-87.901254,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.97545, u'lng': -87.901254}}",ee3c8379-d4f8-4b7e-b2d7-05feffca54b1,U1XXX,Dunkin Donuts,773-462-1051,60666,336536,24HOURS,AI,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,E,ee3c8379-d4f8-4b7e-b2d7-05feffca54b1,Dunkin Donuts,166,"[41.97545, -87.901254]",mqap.33454_DunkinDonuts
206.22,m,600 S. County Farm Rd,,Y,N,Wheaton,,N,US,Du Page,602,N,Y,,630-501-1516,05:00-20:00,,Y,41.85887,33454002,-88.143072,Y,Y,05:00-20:00,"{u'latLng': {u'lat': 41.85887, u'lng': -88.143072}}",1314f768-5e53-4ec4-8faa-f92503472a76,U1XXX,Dunkin Donuts,630-462-3722,60187,345200,05:00-20:00,IN,IL,05:00-20:00,,05:00-20:00,05:00-20:00,Y,https://www.dunkindonuts.com,05:00-20:00,Y,1314f768-5e53-4ec4-8faa-f92503472a76,Dunkin Donuts,167,"[41.85887, -88.143072]",mqap.33454_DunkinDonuts
206.23,m,33 E Lake St,,Y,N,Addison,,Y,US,Du Page,602,Y,Y,,--,04:00-23:00,,Y,41.93121,33454002,-87.987199,Y,Y,04:00-23:00,"{u'latLng': {u'lat': 41.93121, u'lng': -87.987199}}",eb60aa66-fd79-4f98-8bab-f5d4da99b1c9,U1XXX,Dunkin Donuts,630-279-7125,60101,336533,04:00-23:00,FS,IL,04:00-23:00,,04:00-23:00,04:00-23:00,Y,https://www.dunkindonuts.com,04:00-23:00,Y,eb60aa66-fd79-4f98-8bab-f5d4da99b1c9,Dunkin Donuts,168,"[41.93121, -87.987199]",mqap.33454_DunkinDonuts
206.34,m,5843 Dempster St,,Y,N,Morton Grove,,N,US,COOK,602,N,Y,,773-262-2226,24HOURS,,Y,42.040561,33454002,-87.773701,Y,Y,24HOURS,"{u'latLng': {u'lat': 42.040561, u'lng': -87.773701}}",94e80073-5736-45ad-b9ef-d052cd00a9c4,U1XXX,Dunkin Donuts,874-583-1828,60053,330103,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,94e80073-5736-45ad-b9ef-d052cd00a9c4,Dunkin Donuts,169,"[42.040561, -87.773701]",mqap.33454_DunkinDonuts
206.36,m,2112 W. Galena Blvd,,Y,N,Aurora,,N,US,Kane,602,Y,Y,,--,04:00-22:00,,Y,41.763891,33454002,-88.367667,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.763891, u'lng': -88.367667}}",86a0b831-62dc-40f1-9f7f-0c927a910c0e,U1XXX,Dunkin Donuts,630-906-9820,60506,310427,04:00-22:00,EC,IL,04:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,86a0b831-62dc-40f1-9f7f-0c927a910c0e,Dunkin Donuts,170,"[41.763891, -88.367667]",mqap.33454_DunkinDonuts
206.54,m,2S 721 State Route 59,,Y,N,Warrenville,,N,US,DuPage,602,Y,Y,,630-393-064,05:00-22:00,,Y,41.82836,33454002,-88.20082,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.82836, u'lng': -88.20082}}",d35c921e-71c8-4907-baa0-45ae2622d52a,U1XXX,Dunkin Donuts,630-393-1025,60555,351073,05:00-22:00,EC,IL,05:00-22:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,d35c921e-71c8-4907-baa0-45ae2622d52a,Dunkin Donuts,171,"[41.82836, -88.20082]",mqap.33454_DunkinDonuts
206.59,m,7525 N Harlem Ave,,Y,N,Niles,,Y,US,COOK,602,Y,Y,,--,24HOURS,,Y,42.018024,33454002,-87.806497,Y,Y,24HOURS,"{u'latLng': {u'lat': 42.018024, u'lng': -87.806497}}",4bc8d571-5294-47d8-be7d-d7bc717bb9f2,U1XXX,Dunkin Donuts,847-647-7621,60714,306987,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,4bc8d571-5294-47d8-be7d-d7bc717bb9f2,Dunkin Donuts,172,"[42.018024, -87.806497]",mqap.33454_DunkinDonuts
206.83,m,8800 Gross Point Rd,,Y,N,Skokie,,N,US,Cook,602,N,Y,,847-470-0123,24HOURS,,Y,42.041281,33454002,-87.756772,Y,Y,24HOURS,"{u'latLng': {u'lat': 42.041281, u'lng': -87.756772}}",1e7fed0b-233d-4210-bceb-c3612db308f0,U1XXX,Dunkin Donuts,847-470-7100,60077,348067,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,1e7fed0b-233d-4210-bceb-c3612db308f0,Dunkin Donuts,173,"[42.041281, -87.756772]",mqap.33454_DunkinDonuts
206.87,m,5801 N River Rd,CTA,Y,N,Rosemont,,N,US,Cook,602,N,Y,,--,04:00-00:00,,Y,41.984423,33454002,-87.860293,Y,Y,04:00-00:00,"{u'latLng': {u'lat': 41.984423, u'lng': -87.860293}}",be5bd071-f1c0-4fec-bcbd-f2abed64fb9e,U1XXX,Dunkin Donuts,847-292-0157,60018,340893,04:00-00:00,MT,IL,05:00-23:00,,04:00-00:00,04:00-00:00,Y,https://www.dunkindonuts.com,04:00-00:00,E,be5bd071-f1c0-4fec-bcbd-f2abed64fb9e,Dunkin Donuts,174,"[41.984423, -87.860293]",mqap.33454_DunkinDonuts
206.94,m,7156 N Harlem Ave,,Y,N,Chicago,,N,US,COOK,602,N,Y,,773-836-4933,04:00-21:00,,Y,42.011612,33454002,-87.807014,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 42.011612, u'lng': -87.807014}}",00aa54b5-2b65-420c-a732-c3ee9730ed49,U1XXX,Dunkin Donuts,773-792-0044,60631,310140,04:00-21:00,EC,IL,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,00aa54b5-2b65-420c-a732-c3ee9730ed49,Dunkin Donuts,175,"[42.011612, -87.807014]",mqap.33454_DunkinDonuts
207.23,m,1255 N Farnsworth Ave,,Y,N,Aurora,,Y,US,KANE,602,Y,Y,,630-499-1001,24HOURS,,Y,41.78352,33454002,-88.281502,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.78352, u'lng': -88.281502}}",5eda29b5-526c-4db0-9900-41afcf61d8d5,U1XXX,Dunkin Donuts,630-898-7000,60505,306424,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,5eda29b5-526c-4db0-9900-41afcf61d8d5,Dunkin Donuts,176,"[41.78352, -88.281502]",mqap.33454_DunkinDonuts
207.23,m,2658 Green Bay Rd,,Y,N,Evanston,BRD,Y,US,Cook,602,N,Y,,847-965-9669,04:30-23:00,,Y,42.065999,33454002,-87.700324,Y,Y,04:30-23:00,"{u'latLng': {u'lat': 42.065999, u'lng': -87.700324}}",580c0f90-760c-461d-b516-8c1fc9cad2b7,U1XXX,Dunkin Donuts,847-869-6667,60201,306178,04:30-23:00,FS,IL,04:30-23:00,,04:30-23:00,04:30-23:00,Y,https://www.dunkindonuts.com,04:30-23:00,Y,580c0f90-760c-461d-b516-8c1fc9cad2b7,Dunkin Donuts,177,"[42.065999, -87.700324]",mqap.33454_DunkinDonuts
207.38,m,7235 N. Caldwell,,Y,N,Niles,CIT,N,US,COOK,602,N,Y,,847-647-2058,04:00-22:0024HOURS,,Y,42.013334,33454002,-87.789087,Y,Y,04:00-22:0024HOURS,"{u'latLng': {u'lat': 42.013334, u'lng': -87.789087}}",bd6623ce-2360-43b3-98b4-2b6d75822fab,U1XXX,Dunkin Donuts,847-647-9474,60714,343064,04:00-22:0024HOURS,GC,IL,06:00-21:0024HOURS,,04:00-22:0024HOURS,04:00-22:0024HOURS,Y,https://www.dunkindonuts.com,04:00-22:0024HOURS,Y,bd6623ce-2360-43b3-98b4-2b6d75822fab,Dunkin Donuts,178,"[42.013334, -87.789087]",mqap.33454_DunkinDonuts
207.51,m,742 W Higgins Rd,Units 7 & 8,Y,N,Park Ridge,,Y,US,Cook,602,N,Y,,--,05:00-22:00,,Y,41.986378,33454002,-87.835056,Y,Y,05:00-22:00,"{u'latLng': {u'lat': 41.986378, u'lng': -87.835056}}",c8f432ed-1e5d-4c91-9d78-f87a8557ef78,U1XXX,Dunkin Donuts,847-823-4300,60068,352190,05:00-22:00,EC,IL,05:00-21:00,,05:00-22:00,05:00-22:00,Y,https://www.dunkindonuts.com,05:00-22:00,Y,c8f432ed-1e5d-4c91-9d78-f87a8557ef78,Dunkin Donuts,179,"[41.986378, -87.835056]",mqap.33454_DunkinDonuts
207.53,m,8408 N. Skokie Blvd (#1),,Y,N,Skokie,,N,US,Cook,602,N,Y,,847-674-3009,05:00-21:00,,Y,42.033811,33454002,-87.747476,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 42.033811, u'lng': -87.747476}}",50551eb2-8634-4d74-8606-34a5679ac22e,U1XXX,Dunkin Donuts,847-674-0777,60077,344576,05:00-21:00,EC,IL,06:00-20:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,50551eb2-8634-4d74-8606-34a5679ac22e,Dunkin Donuts,180,"[42.033811, -87.747476]",mqap.33454_DunkinDonuts
207.58,m,956 E. Roosevelt Rd,,Y,N,Wheaton,,N,US,Du Page,602,Y,Y,,630-682-2581,24HOURS,,Y,41.858674,33454002,-88.092331,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.858674, u'lng': -88.092331}}",9195a713-a744-4fc9-8852-baa84ac93b46,U1XXX,Dunkin Donuts,630-682-2580,60187,346262,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,9195a713-a744-4fc9-8852-baa84ac93b46,Dunkin Donuts,181,"[41.858674, -88.092331]",mqap.33454_DunkinDonuts
207.68,m,7240 W Devon Ave,,Y,N,Chicago,,N,US,Cook,602,N,Y,,--,24HOURS,,Y,41.99758,33454002,-87.80828,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.99758, u'lng': -87.80828}}",1704dd90-8f41-406f-a230-f372b3316e68,U1XXX,Dunkin Donuts,773-775-7525,60631,340630,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,1704dd90-8f41-406f-a230-f372b3316e68,Dunkin Donuts,182,"[41.99758, -87.80828]",mqap.33454_DunkinDonuts
207.72,m,936 N York Rd,,Y,N,Elmhurst,,Y,US,DU PAGE,602,Y,Y,,630-530-9299,24HOURS,,Y,41.928619,33454002,-87.939931,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.928619, u'lng': -87.939931}}",069ce099-9978-4c25-8ff0-23dd363bd36f,U1XXX,Dunkin Donuts,630-530-9292,60126,303395,24HOURS,FS,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,069ce099-9978-4c25-8ff0-23dd363bd36f,Dunkin Donuts,183,"[41.928619, -87.939931]",mqap.33454_DunkinDonuts
207.81,m,3900 Dempster St,,Y,N,Skokie,,N,US,Cook,602,Y,Y,,847-673-4573,04:00-00:00,,Y,42.040911,33454002,-87.725633,Y,Y,04:00-00:00,"{u'latLng': {u'lat': 42.040911, u'lng': -87.725633}}",91e5bc0c-7fff-49be-9af2-b851eae26f90,U1XXX,Dunkin Donuts,847-673-7099,60076,300716,04:00-00:00,FS,IL,04:00-00:00,,04:00-00:00,04:00-00:00,Y,https://www.dunkindonuts.com,04:00-00:00,Y,91e5bc0c-7fff-49be-9af2-b851eae26f90,Dunkin Donuts,184,"[42.040911, -87.725633]",mqap.33454_DunkinDonuts
207.88,m,4121 N Mannheim Rd,,Y,N,Schiller Park,BP,N,US,Cook,602,Y,Y,,847-671-8027,24HOURS,,Y,41.953502,33454002,-87.885314,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.953502, u'lng': -87.885314}}",1aed207a-017b-4b98-ae66-30928058a6eb,U1XXX,Dunkin Donuts,847-671-8027,60176,348499,24HOURS,GC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,1aed207a-017b-4b98-ae66-30928058a6eb,Dunkin Donuts,185,"[41.953502, -87.885314]",mqap.33454_DunkinDonuts
207.89,m,4740 N River Road,,Y,N,Schiller Park,,Y,US,COOK,602,Y,Y,,847-671-9589,04:00-22:00,,Y,41.965604,33454002,-87.861652,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 41.965604, u'lng': -87.861652}}",62516d41-1530-4f08-a568-03acc6928400,U1XXX,Dunkin Donuts,847-671-9588,60176,342442,04:00-22:00,EC,IL,04:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,Y,62516d41-1530-4f08-a568-03acc6928400,Dunkin Donuts,186,"[41.965604, -87.861652]",mqap.33454_DunkinDonuts
207.92,m,1 E Saint Charles Rd,,Y,N,Lombard,,N,US,DU PAGE,602,N,Y,,--,05:00-18:00,,Y,41.887171,33454002,-88.018176,Y,Y,05:00-18:00,"{u'latLng': {u'lat': 41.887171, u'lng': -88.018176}}",7bf746c1-3f77-4487-8a92-4c8185d34ac5,U1XXX,Dunkin Donuts,630-620-0366,60148,340809,05:00-18:00,GC,IL,04:30-19:00,,05:00-18:00,05:00-18:00,Y,https://www.dunkindonuts.com,05:00-18:00,Y,7bf746c1-3f77-4487-8a92-4c8185d34ac5,Dunkin Donuts,187,"[41.887171, -88.018176]",mqap.33454_DunkinDonuts
208.25,m,5050 N. Cumberland Ave,,Y,N,Norridge,,N,US,Cook,602,N,Y,,--,24HOURS,,Y,41.972175,33454002,-87.837053,Y,Y,24HOURS,"{u'latLng': {u'lat': 41.972175, u'lng': -87.837053}}",ad50e12b-bfa6-4820-8cd1-df0bcb1febf0,U1XXX,Dunkin Donuts,708-452-0870,60706,308843,24HOURS,EC,IL,24HOURS,,24HOURS,24HOURS,Y,https://www.dunkindonuts.com,24HOURS,Y,ad50e12b-bfa6-4820-8cd1-df0bcb1febf0,Dunkin Donuts,188,"[41.972175, -87.837053]",mqap.33454_DunkinDonuts
